default,student,balance,income
No,Yes,1277.62,54426.58
No,No,544.51,23422.73
No,No,535.93,20366.42
No,No,1038.1,43479.12
No,No,0.0,35651.67
No,No,1012.76,36366.72
No,Yes,990.1,29425.95
No,No,986.44,56420.34
No,No,782.3,29383.49
No,Yes,67.31,13436.78
No,Yes,442.05,19410.15
No,No,841.4,20797.85
No,No,492.31,23207.7
No,No,1062.89,30113.64
No,Yes,668.62,18359.78
No,No,1264.95,49774.72
No,Yes,1033.6,46352.7
No,No,0.0,13525.14
No,Yes,934.67,23342.17
No,No,1280.73,47037.86
No,No,1262.44,22864.76
No,Yes,540.48,37168.31
No,No,531.46,32125.69
No,No,413.37,48592.65
No,No,1201.82,31850.3
No,No,0.0,8242.1
No,No,424.02,30758.89
No,Yes,769.29,32066.38
No,Yes,491.01,54979.9
No,Yes,874.09,37377.58
No,No,0.0,22096.83
No,Yes,922.21,39911.0
No,No,930.7,11819.85
No,No,823.02,17430.77
No,Yes,807.12,45272.69
No,No,590.08,50919.9
No,Yes,1051.83,34419.57
No,No,130.3,55799.03
No,No,919.81,53139.08
No,No,270.67,44443.24
No,No,441.08,32351.37
Yes,Yes,1726.87,27649.26
No,No,796.58,22164.93
No,No,484.38,17299.3
No,No,899.4,31658.85
No,Yes,406.0,27114.04
No,Yes,1433.56,27931.84
No,Yes,1067.04,41691.42
No,Yes,263.73,38208.78
No,Yes,1055.89,21118.18
No,Yes,1134.71,19783.01
No,No,1479.94,28495.24
No,Yes,0.0,36429.2
No,No,684.78,35934.23
No,No,510.25,772.0
No,No,593.0,40738.61
No,No,730.95,37382.68
No,No,1447.27,47048.46
No,No,599.82,49419.85
No,No,1253.01,42066.38
No,No,1294.97,35032.03
No,Yes,0.0,40575.31
No,Yes,1313.99,42453.63
No,No,405.67,49402.0
No,No,0.0,38708.49
No,No,1203.61,36829.76
No,Yes,1292.16,41197.35
No,No,887.03,33011.4
No,No,0.0,38281.96
No,No,223.98,29462.96
No,No,753.25,24963.59
No,No,976.7,26116.59
No,No,1317.71,23794.54
No,Yes,1381.87,17278.64
No,No,705.84,38906.03
No,Yes,875.55,38245.22
No,Yes,990.2,21791.19
No,Yes,610.49,15861.34
No,Yes,733.88,35590.24
No,No,815.67,32325.92
No,Yes,1181.85,35162.45
No,No,983.01,50679.77
No,No,981.63,34601.06
No,No,545.27,28522.66
No,Yes,1291.05,17234.53
No,No,392.17,63681.37
No,No,1002.68,18642.14
No,Yes,616.31,63126.71
No,No,306.85,60065.38
No,Yes,957.79,22990.35
No,No,277.93,39844.33
No,No,228.02,21767.58
No,Yes,1134.53,19197.58
No,No,963.73,33324.9
No,No,1307.74,22848.0
No,Yes,698.97,16021.06
No,No,1233.66,43210.08
No,Yes,1201.64,28803.75
No,No,1404.77,50157.92
No,Yes,886.44,27705.74
No,No,663.04,35989.69
No,No,1348.78,16970.87
No,No,1820.89,32194.62
No,Yes,607.61,39124.22
No,Yes,93.82,52332.05
No,No,1123.15,36762.49
No,No,154.63,30747.98
No,Yes,20.48,29713.93
No,No,957.88,8767.89
No,Yes,429.91,45045.46
No,Yes,877.42,36822.9
No,No,971.67,43884.62
No,No,882.95,8352.85
No,No,1502.36,45317.43
No,No,1141.46,43613.5
No,No,1189.41,33295.51
No,No,801.78,20438.28
No,No,1382.15,55275.87
No,No,463.85,46994.63
No,Yes,763.53,23838.9
No,Yes,0.0,13887.11
No,No,1106.0,34237.88
No,Yes,207.54,27788.46
No,No,661.56,37753.98
No,No,680.81,15214.62
No,No,1155.77,34053.72
No,No,628.22,35987.82
No,No,1194.5,39279.67
No,No,1088.94,9144.62
No,Yes,1149.05,40789.57
No,No,673.26,47816.66
No,Yes,773.41,42984.99
No,No,1027.68,34427.31
No,No,1146.15,40666.69
No,No,814.75,38795.82
No,No,83.42,60796.7
No,No,419.62,29378.87
No,No,1288.78,32432.91
No,No,1101.64,32168.15
No,Yes,344.4,36179.98
No,Yes,656.25,10349.57
No,Yes,445.24,26136.39
No,No,1061.26,26143.24
No,Yes,1796.56,54528.7
No,Yes,594.19,28131.85
No,Yes,1326.78,59221.12
No,No,1042.15,58192.34
No,Yes,768.15,28746.1
No,Yes,333.37,32733.1
No,No,467.6,72000.3
No,No,284.15,772.0
No,No,627.27,21083.1
No,No,0.0,14778.82
No,Yes,1077.21,8951.7
No,Yes,680.61,15297.17
No,No,1900.34,27132.0
No,No,987.53,61790.7
No,No,749.96,41917.47
No,Yes,468.52,27513.02
No,No,951.95,33752.45
No,No,899.35,19205.93
No,No,1409.53,47457.5
No,Yes,89.29,28404.0
No,No,943.44,56659.0
No,Yes,510.58,29374.21
No,Yes,1033.1,18078.81
No,No,665.27,17622.91
No,No,758.07,49140.49
No,Yes,766.6,43399.28
No,No,200.35,47820.76
No,No,958.49,50103.39
No,No,929.06,33640.87
No,Yes,751.65,50394.27
No,No,138.93,42558.85
No,No,756.02,41348.69
No,Yes,760.94,29137.62
No,Yes,1046.85,35482.0
No,No,1476.3,12590.6
No,Yes,1190.09,29628.45
No,No,1748.53,43731.35
No,No,298.97,33462.82
No,No,1092.1,21859.52
No,No,330.93,25052.51
No,Yes,1401.64,63346.68
No,No,1124.54,47117.13
No,No,523.24,45396.64
No,No,545.84,27874.69
No,No,1582.21,40485.23
No,No,1174.6,27376.06
No,No,633.64,27621.97
No,No,773.47,27293.29
No,No,872.13,10759.73
No,Yes,1378.23,48560.3
No,Yes,1035.73,14306.34
No,Yes,832.81,55102.52
No,Yes,1184.01,41259.15
No,No,1019.6,38196.21
No,No,878.99,23875.6
No,No,865.67,40760.01
No,Yes,892.64,12017.37
No,Yes,48.55,44147.11
No,Yes,1408.72,30564.83
No,No,695.32,54423.93
No,No,872.81,32076.46
No,No,455.5,48725.61
No,No,1452.03,34944.2
No,No,173.55,37747.47
No,No,1323.21,30843.9
No,No,960.43,32058.4
No,No,531.96,29753.72
No,No,437.4,23084.76
No,Yes,1191.41,51702.56
No,Yes,1058.21,66619.05
No,No,1055.15,23836.8
No,Yes,1737.57,48697.18
No,Yes,531.53,15125.94
No,No,1392.91,11101.74
No,No,630.92,32581.81
No,No,386.66,54741.13
No,No,999.46,33947.56
Yes,Yes,1892.18,38851.73
No,Yes,0.0,22407.53
No,No,1802.44,5205.37
No,Yes,1107.71,56253.81
No,No,239.58,29725.47
No,Yes,885.31,43505.9
No,No,720.99,36877.23
No,No,726.21,29749.61
No,No,476.5,31429.13
No,No,1020.38,21715.66
No,No,1011.61,45149.81
No,No,665.81,24906.86
No,No,231.29,34998.96
No,No,419.85,44553.15
No,No,967.85,26053.84
No,No,0.0,43134.43
No,No,592.18,42877.97
No,No,0.0,17554.25
No,No,1476.65,23487.0
No,No,1137.06,26135.37
No,No,501.01,45989.98
No,No,1004.9,23317.68
No,Yes,798.53,36598.35
No,No,698.36,8555.43
No,Yes,1109.42,21922.52
No,No,0.0,48753.76
No,No,959.83,38857.68
No,No,1499.2,47062.71
No,Yes,1024.15,25352.33
No,Yes,1031.14,34613.91
Yes,Yes,1693.78,12788.08
No,No,1148.97,23308.72
No,No,639.89,21534.76
No,No,1477.48,64967.16
No,No,889.0,29549.28
No,Yes,1096.08,36288.74
No,No,1444.71,31599.33
No,No,1034.96,18729.78
No,No,1606.31,33391.31
No,No,803.45,28902.7
No,No,577.21,32125.64
No,No,972.73,23578.99
No,No,860.24,28213.12
No,No,1205.11,35312.26
No,No,960.82,47960.95
No,No,1666.96,57677.33
No,No,992.88,17238.72
No,No,977.47,52683.18
No,Yes,229.86,37659.51
No,Yes,1557.38,32564.79
No,No,721.07,35367.54
No,Yes,631.67,39655.63
No,No,656.78,36986.23
No,Yes,625.81,22319.55
No,Yes,900.82,54712.95
No,No,483.71,37926.24
No,Yes,191.55,23154.41
No,No,1781.54,40670.67
No,No,172.57,54997.44
No,No,434.92,26109.59
No,No,429.71,44078.51
No,No,726.98,33145.45
No,No,492.06,36087.55
No,Yes,905.87,35418.32
No,No,1303.51,29395.22
No,No,1196.43,30567.82
No,No,1077.24,52864.74
No,No,523.58,47382.55
No,No,1062.02,28327.44
No,No,1426.4,51803.52
No,No,1360.45,52448.2
No,No,887.36,32797.43
No,No,1463.44,36466.18
No,No,1216.89,31773.67
No,No,709.52,62734.51
No,No,284.08,35893.13
No,No,319.96,42218.09
No,Yes,525.1,4907.72
No,No,494.87,38338.63
No,No,71.95,48066.51
No,Yes,809.87,18844.74
No,No,490.24,42326.03
No,Yes,862.72,23455.94
No,No,556.11,33512.32
No,No,270.15,10072.49
No,No,856.8,31859.24
No,Yes,1146.19,23983.95
No,No,558.4,12690.96
No,No,1694.49,21940.74
No,Yes,339.69,36908.52
No,Yes,1463.9,31933.56
No,No,369.65,36219.34
No,Yes,1050.57,37216.2
No,No,690.65,34337.84
No,No,1076.76,39143.49
No,No,120.17,23781.44
No,Yes,1316.07,46578.32
No,Yes,0.0,25304.45
No,No,514.87,66254.28
No,No,507.87,58611.23
No,Yes,1151.61,18414.48
No,No,1567.27,28839.86
No,No,739.44,38493.55
No,No,608.1,49258.01
No,No,0.0,21586.29
No,No,1899.07,38084.53
No,No,0.0,36943.95
No,No,0.0,32219.17
No,No,312.07,42840.8
No,No,757.57,42065.17
Yes,Yes,1810.42,7453.1
No,No,1526.68,33257.56
No,No,1277.69,40639.61
No,No,607.76,32324.86
No,No,788.09,23090.07
No,Yes,847.96,31411.63
No,No,145.55,62544.51
No,Yes,1169.12,34604.66
No,No,121.14,36783.01
No,No,490.57,22976.43
No,Yes,976.11,32720.39
No,No,900.44,17602.76
No,No,300.91,49775.77
No,No,480.97,39723.02
No,No,1605.69,50506.23
No,No,650.46,28045.21
No,No,1947.76,31939.69
No,No,1138.22,33783.21
No,Yes,1447.97,29777.67
No,No,567.58,27904.14
No,No,1271.29,43539.16
No,No,0.0,45793.64
No,No,157.88,33912.44
No,Yes,723.73,39001.25
No,Yes,426.95,34178.78
No,Yes,1258.33,25502.53
No,Yes,1469.43,51059.19
No,Yes,31.29,36155.69
No,Yes,1226.36,23732.65
No,Yes,882.52,24199.45
No,No,1509.58,24570.82
No,No,470.45,19240.97
No,Yes,657.93,48757.66
No,No,638.57,53049.53
No,No,1098.38,51095.16
No,Yes,1350.05,32979.3
No,No,119.94,47671.57
No,No,664.53,43435.77
No,No,0.0,6519.68
No,No,1475.34,36146.18
No,No,1000.05,9217.9
No,No,814.11,20642.27
No,Yes,1495.08,33222.37
No,No,1052.99,51981.93
No,No,129.87,60192.56
No,No,1689.52,24054.91
No,No,1092.63,23946.94
No,Yes,117.18,44751.31
No,No,350.11,36480.79
No,No,303.64,21661.46
No,Yes,1314.06,42565.99
No,No,1887.82,39085.91
Yes,No,1772.0,27160.71
No,Yes,1093.51,35620.62
No,No,741.67,26006.43
No,No,322.21,36354.46
No,Yes,552.59,31208.76
No,No,1315.4,34064.86
No,No,900.05,36403.67
No,No,1974.37,27585.75
No,No,0.0,42788.12
No,No,2038.39,43626.62
No,No,857.83,40033.35
No,No,920.64,35637.55
No,Yes,848.46,19642.91
No,No,13.45,49601.74
No,No,725.81,34894.77
No,No,1016.55,28947.42
No,Yes,1163.3,32263.13
No,No,698.59,52513.83
No,No,632.41,27833.0
No,Yes,250.67,49271.01
No,Yes,448.07,51229.52
No,Yes,500.53,28865.23
No,No,890.54,29861.43
No,Yes,304.54,18873.11
No,No,408.5,7272.96
No,No,1875.14,14540.07
No,No,890.32,61072.02
No,Yes,1549.64,34111.65
No,No,796.45,24671.07
No,No,544.62,43018.19
No,No,1044.84,40529.32
No,No,850.01,28980.29
No,No,412.56,19528.88
No,No,607.31,37792.95
No,Yes,621.98,35911.59
No,No,523.96,23216.65
No,No,932.21,21670.2
No,Yes,1390.72,35466.75
No,Yes,1305.68,31632.96
No,No,1018.4,45053.24
No,Yes,583.42,30572.18
No,No,779.18,54896.84
No,No,1939.69,35679.78
No,No,1488.34,69825.78
No,No,1500.89,51700.82
No,Yes,575.2,19331.58
No,No,0.0,29700.04
No,No,1049.76,37586.32
No,Yes,565.32,26052.61
No,No,621.58,22257.44
No,Yes,869.21,14179.95
No,Yes,1496.56,39195.52
No,No,567.54,50827.92
No,No,1201.57,38522.97
No,No,586.97,7280.98
No,No,1290.82,26937.27
No,No,1359.81,54747.9
No,No,695.68,29930.92
No,No,803.27,45131.99
No,No,1029.17,51331.92
No,Yes,473.53,35143.24
No,No,0.0,24240.73
No,No,49.8,24434.72
No,No,1276.31,32025.2
No,No,299.98,35488.84
No,Yes,1414.75,27351.17
No,No,585.66,26297.29
No,No,1221.91,12744.16
No,Yes,208.96,5875.86
No,No,811.22,53689.03
No,No,303.42,46491.91
No,No,1403.42,20864.99
No,No,988.17,21802.66
No,Yes,1057.54,42987.57
No,Yes,538.68,15510.79
No,No,1390.9,21871.3
No,No,351.97,44157.79
No,No,1102.84,70115.05
No,No,632.49,23709.42
No,No,831.2,46615.84
No,Yes,726.53,38294.62
No,No,1064.69,24357.94
No,No,906.6,11685.84
No,No,942.51,40507.22
No,No,1136.37,24876.29
No,No,0.0,28092.47
No,No,32.96,48995.46
No,Yes,152.63,19171.42
No,No,761.39,38437.76
No,No,958.46,38952.58
No,No,966.96,25553.18
No,Yes,1163.2,38620.75
No,Yes,1006.55,23237.49
No,Yes,935.28,37961.25
No,Yes,0.0,35803.28
No,No,1316.91,31763.64
No,Yes,1006.27,30631.87
No,Yes,422.26,44992.18
No,No,297.72,30361.95
No,Yes,1445.4,40893.3
No,Yes,1470.83,50288.39
No,No,1377.77,43425.29
No,No,572.92,38636.41
No,No,882.52,772.0
No,No,424.73,27239.84
No,Yes,1734.14,26184.43
No,No,540.45,29543.7
No,No,432.83,32990.1
No,Yes,1279.75,59301.01
No,No,556.8,24428.52
No,No,922.72,37073.55
No,No,249.14,772.0
No,No,1825.46,8820.91
No,No,910.76,36728.36
No,No,1068.04,50510.91
No,No,0.0,24654.69
No,No,956.39,27837.39
No,No,349.4,13971.74
No,Yes,141.31,41512.08
No,No,1271.97,30630.87
No,No,707.28,29021.52
No,No,687.89,30632.6
No,No,646.62,33475.88
No,No,448.31,37829.08
No,No,834.55,33569.46
No,No,537.3,12867.72
No,No,174.38,50486.35
No,No,997.72,20299.24
No,Yes,1073.69,47094.3
No,No,1301.87,32172.9
No,No,169.7,37747.94
No,No,1349.41,40886.47
No,No,1626.46,23299.87
No,Yes,1037.53,32541.57
No,Yes,1312.0,25558.47
No,Yes,366.94,15731.74
No,No,709.31,62262.9
No,No,1478.94,52127.0
No,No,717.54,63797.64
No,No,275.41,33026.13
No,No,1322.59,18119.0
No,Yes,639.56,12648.73
No,No,236.2,27624.74
No,No,390.7,29453.34
No,No,555.32,24484.95
No,Yes,1092.18,28741.44
No,No,1748.1,17555.71
No,No,708.37,43586.49
No,Yes,327.59,43871.29
No,No,131.73,33818.82
No,No,887.91,44671.08
No,Yes,1523.22,49607.2
No,No,1219.49,17173.97
No,No,862.37,55035.19
No,No,289.55,53924.08
No,No,1831.45,47508.59
No,No,1367.89,45033.29
No,No,780.19,54580.79
No,No,1136.5,26943.74
No,No,1341.34,23750.64
No,Yes,1193.1,40657.81
No,No,1382.13,35690.59
No,No,1188.77,35618.7
No,No,614.94,25698.17
No,No,1422.26,14614.69
No,No,1192.23,45616.58
No,No,1377.92,45308.29
No,No,0.0,35123.12
No,No,1466.17,30266.11
No,Yes,1032.93,19378.59
No,No,1014.18,61036.28
No,No,0.0,47507.95
No,No,955.85,26909.87
No,No,278.58,36702.92
No,No,1006.2,29196.7
No,Yes,566.39,55033.9
No,No,721.37,14774.72
No,No,1446.15,27550.3
No,No,979.73,24132.91
No,No,540.32,43529.94
No,Yes,1118.45,28066.62
No,No,895.92,32248.36
No,Yes,1292.8,48865.93
No,Yes,1161.87,34381.3
No,No,1004.13,20157.67
No,No,442.03,20444.23
No,Yes,1677.08,52098.46
No,Yes,389.22,28838.29
No,No,2013.27,31120.35
No,No,915.05,57736.38
No,No,465.85,22520.04
No,No,740.03,41082.0
No,No,699.61,43043.26
No,No,1013.95,48569.07
No,No,210.44,20725.79
No,No,185.23,58402.62
No,No,1481.54,34329.06
No,No,722.58,31989.45
No,No,870.35,50391.11
No,No,687.1,13475.07
No,No,1290.05,28289.56
No,Yes,769.91,36885.92
No,No,524.22,39810.77
No,Yes,569.42,42375.01
No,No,984.5,45269.51
No,No,982.24,64028.45
No,Yes,597.73,35959.08
No,No,582.79,25259.52
No,No,950.94,772.0
No,Yes,767.36,70593.95
No,No,581.12,23237.82
No,Yes,640.59,35114.53
No,No,186.06,21648.13
No,No,1494.84,44770.25
No,Yes,1261.14,44761.47
No,No,184.01,39069.75
No,No,356.94,51278.57
No,No,488.96,52761.53
No,No,350.14,37132.29
No,Yes,942.97,42289.88
No,No,633.31,42577.08
No,Yes,737.16,30760.8
No,Yes,278.22,15232.05
No,No,326.88,55835.91
No,Yes,455.08,27651.32
No,No,838.91,18766.2
No,No,1058.78,37839.72
No,No,966.63,34309.36
No,No,977.6,47771.04
No,Yes,1149.19,52301.12
No,No,1162.93,39977.32
No,Yes,782.22,9632.37
No,No,372.47,30185.73
No,No,1100.26,31446.29
No,No,1046.93,17164.55
No,No,1136.68,43470.85
No,No,837.01,38617.95
No,No,752.25,17907.34
No,No,1304.07,62119.97
No,Yes,580.01,32784.25
No,Yes,1093.52,47073.99
No,No,971.65,25866.05
No,No,367.26,53334.55
No,No,1454.0,29519.28
No,No,171.75,31108.0
No,Yes,1308.13,36987.01
No,No,1320.34,53059.58
No,No,1180.11,32296.24
No,No,1354.35,49530.84
No,Yes,164.53,17196.05
No,No,1033.26,19704.34
No,No,988.58,52525.84
No,No,1041.34,17596.32
No,Yes,538.16,30945.21
No,No,1316.11,17166.51
No,No,1191.66,25281.78
No,No,1223.27,22772.15
No,No,671.16,39290.84
No,No,675.99,31729.06
No,No,544.94,38210.28
No,No,604.88,35396.27
No,No,1384.06,12360.8
No,Yes,1263.67,31845.35
No,No,739.54,36982.59
No,Yes,1299.79,39345.99
No,No,351.85,5820.0
No,No,1509.13,22340.14
No,No,0.0,42041.91
No,No,1024.68,43451.52
No,No,702.42,40008.11
No,No,685.22,42417.63
No,No,1242.01,20148.4
No,No,914.19,31252.57
No,No,1406.5,30337.49
No,No,404.13,42527.1
No,Yes,833.91,32237.54
No,No,349.59,40696.72
No,No,680.55,47117.67
No,Yes,939.42,39285.87
No,No,632.86,49902.26
No,Yes,974.78,37163.69
No,No,1269.4,10885.11
No,No,1308.38,50563.83
No,No,517.19,46627.78
No,Yes,1072.4,26341.57
No,No,173.46,25688.41
No,No,1205.97,2199.22
No,No,1077.47,64324.51
No,Yes,946.16,34220.05
No,No,702.08,26291.36
No,No,339.14,29081.24
No,No,1158.46,19391.72
No,Yes,968.31,33809.78
No,No,1208.73,43826.7
No,No,1176.88,36897.42
No,No,315.54,27441.24
No,No,853.27,34073.35
No,No,149.27,37683.48
No,No,873.27,28721.37
No,Yes,1048.72,41314.42
No,No,617.04,39009.31
No,No,1026.87,15662.12
No,No,1543.3,18594.09
No,No,1036.03,28545.47
No,Yes,1094.08,33656.34
No,No,1065.04,62188.88
No,No,632.49,32818.73
No,No,411.63,32829.34
No,No,806.22,30049.16
No,Yes,1197.58,39460.75
No,No,1171.96,29879.58
No,No,255.41,37311.51
No,No,604.14,23367.82
No,No,1259.62,44324.57
No,No,2001.1,49376.74
No,Yes,1186.91,41970.83
No,No,415.31,33685.18
No,No,811.87,8156.24
No,No,1367.48,46944.68
No,No,871.91,73554.0
No,No,1025.21,34777.16
No,No,753.79,15431.36
No,No,694.35,18303.68
No,Yes,992.39,16151.99
No,No,745.63,34265.32
No,No,822.97,37910.9
No,No,239.74,33019.36
No,No,1361.16,27277.94
No,No,0.0,29134.0
No,Yes,286.35,53200.38
No,No,1011.96,41007.39
No,No,530.56,21847.53
No,No,820.6,24776.24
No,No,322.37,64484.29
No,Yes,496.81,35852.45
No,No,548.17,31085.42
No,No,531.52,51280.06
No,Yes,1144.66,41429.85
No,No,855.81,30739.19
No,No,304.99,39177.78
No,Yes,1032.67,49028.2
No,Yes,559.48,29313.43
No,No,942.61,772.0
No,No,1577.52,43130.87
No,No,1799.49,40084.57
No,No,1204.68,35722.1
No,No,1660.11,38242.57
No,No,385.09,41411.66
No,No,427.11,59070.07
No,No,654.58,20514.13
No,Yes,780.94,44079.28
No,Yes,1043.35,38144.37
No,No,851.02,55689.66
No,Yes,0.0,18983.34
No,No,496.27,54054.05
Yes,Yes,1497.89,34182.48
No,Yes,290.04,25467.84
No,No,1361.07,43213.65
No,Yes,572.2,9846.23
No,No,396.71,43976.58
No,No,437.62,38455.35
No,No,629.53,25597.35
No,No,1967.6,34828.24
No,Yes,1423.19,48949.72
No,No,1479.08,49035.62
No,No,1250.08,27664.52
No,Yes,82.65,46097.35
No,No,1307.58,58512.33
No,No,500.26,29783.72
No,No,559.03,30210.94
No,No,735.44,36105.68
No,No,883.58,5315.29
No,No,1043.3,17223.46
No,No,929.6,30133.38
No,No,947.53,21228.83
No,No,202.12,6798.78
Yes,Yes,1385.41,37535.53
No,Yes,313.28,36709.12
No,No,940.8,19222.34
No,Yes,60.85,32315.17
No,Yes,483.42,18312.78
No,No,1676.24,32733.17
No,No,1303.94,13414.39
No,Yes,817.63,43983.74
No,No,1075.72,20396.84
No,Yes,613.03,17815.89
No,No,121.14,43573.68
No,No,643.76,21114.41
No,No,1349.34,41092.1
No,No,1202.92,46209.42
No,No,905.06,34279.22
No,No,894.82,51161.48
No,No,1174.63,772.0
No,No,746.49,39916.82
No,No,494.21,53803.74
No,No,1342.49,42689.67
No,Yes,439.89,24020.15
No,No,657.82,41768.34
No,No,666.81,39839.32
No,No,1104.61,52177.87
No,No,1166.75,30234.96
No,Yes,1663.89,36625.54
No,Yes,1318.0,46139.71
No,No,1462.65,6753.42
No,No,1495.04,38979.42
No,No,0.0,35676.26
No,No,497.95,40416.55
No,No,1334.84,23331.8
No,No,1050.86,17763.76
No,No,1065.54,34583.11
No,No,232.34,47830.49
No,No,313.43,8996.07
No,No,514.69,47142.64
No,No,191.27,34017.55
No,No,777.95,16829.84
No,No,1007.09,26511.83
No,No,834.1,38789.63
No,No,957.32,24901.05
No,No,380.26,37990.48
No,Yes,1550.34,25097.98
No,No,1220.57,55470.23
No,Yes,386.42,46078.63
No,Yes,32.39,30770.89
No,No,930.18,41185.8
No,No,1193.1,50193.89
No,Yes,454.69,23976.41
No,Yes,1388.01,28567.53
No,Yes,40.65,13593.39
No,No,695.38,30392.91
No,No,1417.51,42337.63
No,No,57.79,45277.22
No,Yes,889.01,31064.82
No,Yes,1048.01,35387.83
No,Yes,584.55,30213.09
No,No,0.0,32183.92
No,No,384.91,43326.38
No,No,976.94,45691.81
No,No,407.73,50065.2
No,No,1084.47,41608.58
No,No,1189.68,41219.71
No,No,1062.1,53691.1
No,No,1037.6,45705.69
No,No,504.31,52167.44
No,No,1397.14,39375.57
No,No,1330.13,36244.26
No,Yes,660.39,44675.29
No,No,584.09,22491.26
No,Yes,46.54,56804.1
No,No,988.55,36837.96
No,Yes,187.07,28248.28
No,No,735.07,39570.77
Yes,Yes,1733.78,24334.04
No,No,920.64,36855.94
No,No,985.99,22473.53
No,No,625.44,34600.74
No,Yes,81.65,20902.3
No,No,743.73,772.0
No,No,1132.66,51190.1
No,Yes,869.72,13517.65
No,No,224.24,73353.27
No,No,134.25,15734.02
No,No,781.78,28098.28
No,Yes,731.66,29929.14
No,No,331.54,40696.2
No,Yes,1062.34,33702.87
No,No,1198.06,51659.18
No,Yes,1021.87,42531.72
No,No,150.7,24402.6
No,No,535.48,43690.56
No,No,66.64,29165.88
No,Yes,1108.54,44498.2
No,No,0.0,48999.43
No,No,1529.43,31575.33
No,No,410.23,29345.75
No,No,914.87,14666.76
No,Yes,1569.13,15255.25
No,No,1326.31,35615.51
No,No,261.77,12611.17
No,No,1202.07,43964.66
No,No,1155.66,32061.17
No,Yes,832.73,47667.21
No,No,69.06,34014.15
No,No,586.0,32826.78
No,Yes,555.15,42038.21
No,Yes,1257.07,44656.81
No,Yes,998.04,48960.19
No,No,704.3,53795.98
No,No,418.11,34097.66
No,No,1868.71,38929.33
Yes,Yes,1723.21,29714.35
No,No,1081.18,11792.12
No,Yes,252.12,43711.42
No,Yes,671.04,12964.86
No,No,1039.29,43732.88
No,Yes,936.4,14070.25
No,No,523.21,25308.88
No,No,1143.28,38642.36
No,Yes,982.67,23091.29
No,No,872.7,19120.62
No,No,1305.49,57906.26
Yes,Yes,1785.79,21390.4
No,No,1659.16,26266.78
No,No,1290.68,13723.36
No,Yes,456.84,25925.39
No,No,1381.36,36412.17
No,No,1914.07,31613.72
No,No,1458.4,18312.12
No,No,878.33,21070.91
No,No,603.77,33476.24
No,No,681.88,17633.77
No,No,1353.14,49141.44
No,No,253.78,18546.75
No,No,606.73,28548.5
No,No,912.35,30170.07
No,Yes,144.35,35310.62
No,No,784.86,28265.54
No,No,1473.01,23140.34
No,No,1571.05,37361.87
No,No,579.9,32327.76
No,No,465.34,24566.44
No,No,1192.7,44532.27
No,Yes,339.96,42775.56
No,No,908.58,28822.3
No,No,1244.42,32981.56
No,No,623.14,31073.83
No,No,1417.81,29282.22
No,Yes,1035.01,27457.88
No,No,30.72,53701.77
No,Yes,1237.45,42214.97
No,Yes,1013.89,42828.16
Yes,Yes,1237.59,15955.7
No,No,860.36,37344.66
No,No,435.52,30742.2
No,Yes,975.3,24474.84
No,No,1487.87,51309.85
No,No,2435.09,21647.71
No,No,708.59,16953.8
No,No,1108.52,25517.28
No,No,563.24,28492.26
No,Yes,1033.47,30162.78
No,Yes,364.08,35738.29
No,No,782.77,35868.03
No,No,575.11,42241.75
No,No,748.65,31324.96
No,Yes,508.89,31333.55
No,No,1253.34,29879.97
No,No,328.83,16519.44
No,Yes,1372.09,22376.82
No,No,742.18,24724.34
No,No,376.45,21133.28
No,No,870.6,58497.4
No,No,757.59,25247.68
No,Yes,665.97,57586.14
No,No,1005.02,38280.89
No,Yes,1116.82,9173.27
No,No,915.35,51602.1
No,No,1276.21,42209.46
No,No,1510.33,32315.88
No,No,67.39,45296.98
No,No,839.62,22152.23
No,Yes,435.62,25229.04
No,No,518.14,51553.09
No,No,1985.28,59089.74
No,No,56.05,63800.72
No,Yes,475.18,31029.58
Yes,Yes,1769.95,44644.51
No,No,1731.02,30784.58
No,Yes,1344.57,28465.14
No,Yes,254.05,28701.04
No,No,810.02,26516.05
No,No,698.94,18975.41
No,Yes,546.19,21609.86
No,No,359.77,16450.07
No,No,884.46,31342.59
No,No,518.29,42205.75
No,No,607.16,14097.83
No,Yes,365.43,43569.96
No,No,532.69,38480.82
No,No,721.64,31086.23
No,No,1135.22,32408.78
No,Yes,1608.61,45554.65
No,No,315.62,31333.92
No,No,970.35,27915.38
No,No,921.45,51647.24
No,No,327.45,57310.47
No,Yes,712.84,772.0
No,Yes,1122.16,52124.36
No,Yes,1273.78,38355.57
No,No,677.74,772.0
No,No,726.63,59134.02
No,No,1220.82,48406.99
No,Yes,820.48,31736.24
No,No,1021.33,16495.75
No,Yes,910.52,22543.11
No,No,1152.67,30554.49
No,No,431.22,20557.57
No,No,1152.65,40497.06
No,No,333.81,42250.26
No,No,426.82,21908.05
No,No,1325.79,32645.02
No,Yes,708.0,37905.89
No,No,878.14,29119.42
No,No,1441.8,39878.52
No,No,630.44,72287.12
No,Yes,769.38,49649.17
Yes,Yes,2149.83,15876.21
No,Yes,352.32,47693.66
No,No,381.84,23866.83
No,No,774.05,36471.69
No,Yes,544.98,42683.21
No,No,654.58,29049.3
No,No,840.89,21859.18
No,No,904.12,32192.18
No,No,266.4,30609.28
No,No,651.15,18838.12
No,No,540.04,43261.06
No,No,642.14,46110.85
No,No,278.46,16312.3
No,Yes,799.23,37762.21
