year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2005,31,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5007,90.077
2004,24,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7241,112.633
2007,26,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5749,97.017
2008,34,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5008,90.085
2006,24,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4822,88.433
2007,77,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8103,122.772
2008,44,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5792,97.436
2003,79,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.9797,145.431
2005,42,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.6164,101.131
2007,55,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9672,143.621
2009,30,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.2973,73.499
2008,65,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5604,95.626
2008,19,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7072,110.738
2005,26,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.8468,127.336
2005,26,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.654,105.0
2009,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8209,124.076
2009,59,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.592,98.689
2003,23,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4266,83.65
2009,63,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6977,109.699
2009,50,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.0278,152.592
2006,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6703,106.733
2004,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.2582,70.679
2005,28,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,3.9137,50.082
2009,50,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7337,113.712
2005,63,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.8441,126.995
2006,36,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6331,102.829
2008,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7092,110.96
2004,43,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.474,87.704
2009,28,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.852,127.991
2006,79,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8671,129.948
2009,37,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3711,79.133
2005,41,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5908,98.576
2007,24,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7975,121.206
2008,34,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.693,109.183
2005,73,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.2943,73.28
2003,26,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6175,101.244
2007,31,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5009,90.098
2009,70,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.0097,55.129
2009,25,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7489,115.463
2007,68,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9258,137.804
2007,58,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5632,95.894
2006,35,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3956,81.095
2009,20,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6478,104.355
2005,18,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.5145,91.329
2005,23,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5698,96.527
2003,75,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7287,113.146
2009,27,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.2561,70.536
2008,54,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6301,102.525
2008,69,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,5.0283,152.67
2007,33,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.5776,97.28
2007,51,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6741,107.132
2009,63,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8059,122.232
2003,70,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5694,96.485
2006,64,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3628,78.48
2009,66,2. Married,4. Other,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.028,152.628
2007,69,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7466,115.192
2009,75,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5595,95.532
2005,74,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8122,122.998
2007,62,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5887,98.369
2007,62,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5635,95.921
2003,33,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.45,85.625
2007,67,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5296,92.726
2007,36,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4853,88.702
2003,18,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6898,108.837
2006,71,4. Divorced,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.6662,106.289
2009,25,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6057,100.054
2007,71,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.8702,130.345
2008,33,5. Separated,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7641,117.229
2009,76,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6769,107.434
2005,20,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.1246,61.844
2003,59,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6178,101.271
2005,19,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7515,115.762
2009,73,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6253,102.034
2007,72,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,5.0252,152.2
2009,38,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6649,106.159
2003,32,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.424,83.433
2003,56,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6784,107.6
2007,31,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.848,127.486
2008,49,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5064,90.592
2004,47,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8229,124.324
2009,44,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7778,118.848
2007,61,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5865,98.153
2009,63,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9145,136.251
2009,21,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8808,131.74
2003,25,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.7293,113.217
2006,31,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3383,76.577
2004,78,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.8196,123.914
2007,36,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7491,115.476
2009,40,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8974,133.948
2006,52,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9691,143.895
2007,56,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7159,111.705
2004,23,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5878,98.275
2004,68,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.1709,64.773
2005,38,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5064,90.591
2007,57,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9515,141.386
2007,21,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.2778,72.085
2004,31,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5328,93.023
2007,32,1. Never Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.1624,64.227
2006,37,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5342,93.153
2008,57,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4096,82.236
2004,61,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.7379,114.189
2009,63,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.779,118.988
2008,56,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8376,126.168
2005,47,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.2852,72.617
2008,76,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.615,100.983
2007,34,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7625,117.035
2005,66,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,3.9254,50.672
2007,25,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4346,84.322
2008,65,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7278,113.052
2006,52,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7935,120.728
2007,77,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.7724,118.197
2009,72,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7874,119.987
2007,33,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7827,119.43
2008,50,3. Widowed,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7926,120.614
2004,66,5. Separated,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6043,99.917
2004,65,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7074,110.762
2004,59,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4916,89.267
2009,38,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5891,98.401
2004,29,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.651,104.694
2003,75,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8927,133.313
2008,57,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5768,97.207
2003,74,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7263,112.883
2006,50,3. Widowed,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.5702,96.565
2004,52,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.651,104.694
2008,35,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8728,130.685
2007,22,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6738,107.102
2006,71,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.512,91.106
2004,27,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7124,111.323
2003,64,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8837,132.119
2003,59,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7081,110.842
2009,67,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.788,120.059
2006,32,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.3227,75.394
2005,30,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.7855,119.76
2004,18,5. Separated,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4502,85.64
2009,71,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.411,82.349
2006,76,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7959,121.012
2005,50,5. Separated,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4877,88.913
2003,56,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.7695,117.864
2003,28,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8532,128.153
2007,56,4. Divorced,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5892,98.412
2004,55,4. Divorced,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.556,95.205
2008,45,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9413,139.948
2007,72,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.791,120.419
2005,28,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7696,117.874
2005,51,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3131,74.674
2008,45,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4789,88.141
2007,31,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9037,134.794
2008,58,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5942,98.91
2004,27,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4737,87.681
2003,55,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6988,109.813
2007,43,3. Widowed,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7112,111.185
2006,48,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5934,98.833
2004,73,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.2034,66.915
2005,78,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7625,117.033
2003,69,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5035,90.332
2009,39,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9109,135.763
2007,48,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8666,129.883
2007,44,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5023,90.221
2005,79,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7169,111.817
2003,42,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8985,134.087
2007,61,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9512,141.341
2007,41,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8724,130.639
2007,34,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5949,98.98
2005,23,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7621,116.99
2009,64,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.4979,89.832
2003,33,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9199,136.994
2005,50,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7447,114.976
2003,30,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8343,125.746
2004,59,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.0182,55.6
2009,27,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4817,88.381
2003,38,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.5355,93.27
2003,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5726,96.791
2008,65,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4214,83.216
2005,74,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.8191,123.86
2003,19,3. Widowed,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.2947,73.314
2003,78,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.9461,140.619
2006,61,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6764,107.384
2008,28,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6353,103.055
2007,31,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.4533,85.909
2009,74,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8152,123.366
2008,71,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7448,114.98
2006,74,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5637,95.942
2005,19,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,3.512,33.514
2005,30,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5177,91.623
2003,28,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3837,80.134
2009,28,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6048,99.964
2005,68,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6266,102.168
2006,67,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.838,126.217
2008,69,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4807,88.294
2005,28,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6157,101.057
2005,77,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6231,101.806
2009,62,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9454,140.521
2003,57,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6547,105.075
2003,59,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8732,130.737
2009,59,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6268,102.19
2008,21,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6069,100.17
2005,61,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.5286,92.633
2003,27,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.4269,83.674
2003,70,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.8079,122.479
2007,74,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.747,115.234
2004,42,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9182,136.761
2003,55,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.8439,126.962
2004,32,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.914,136.185
2008,52,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,5.0658,158.509
2003,69,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6945,109.339
2008,49,4. Divorced,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4553,86.081
2008,28,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6374,103.273
2007,52,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.9042,134.861
2006,64,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.6672,106.402
2003,34,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8648,129.641
2009,25,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6036,99.848
2004,53,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7033,110.314
2008,38,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8058,122.213
2003,53,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8371,126.105
2004,79,1. Never Married,4. Other,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8376,126.17
2008,40,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.766,117.445
2006,73,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7658,117.422
2009,18,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5469,94.336
2006,66,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9475,140.817
2009,40,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5366,93.375
2003,75,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.1914,179.725
2008,65,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7321,113.537
